from_cinema,to_cinema,from_nearest_station,to_nearest_station,walk_from_cinema_to_station_min,metro_in_vehicle_min_est,walk_station_to_cinema_min,total_metro_transfer_min_est,note
万达影城（金山万达广场店）,CGV影城（青浦天空万科广场IMAX店）,Minhang Development Zone,East Xujing,390.8,89.4,36.5,516.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,CMG融媒影城,Minhang Development Zone,Longhua Middle Road,390.8,60.5,16.5,467.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,MOViE MOViE影城（前滩太古里店）,Minhang Development Zone,Oriental Sports Center,390.8,66.3,5.9,463.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,SFC上影影城（丁香路LUXE店）,Minhang Development Zone,Middle Yanggao Road,390.8,86.3,10.1,487.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,SFC上影影城（国华广场店）,Minhang Development Zone,Jiangwan Stadium,390.8,97.1,12.6,500.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,SFC上影影城（港汇永华IMAX激光店）,Minhang Development Zone,Xujiahui,390.8,58.8,8.7,458.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,SFC上影百联影城（八佰伴IMAX店）,Minhang Development Zone,Shangcheng Road,390.8,79.4,8.1,478.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,SFC动漫主题影院（美罗城店）,Minhang Development Zone,Xujiahui,390.8,58.8,7.1,456.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,SFC永华电影荟（世纪汇店）,Minhang Development Zone,Pudian Road,390.8,81.7,11.3,483.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,UME影城（上海新天地店）,Minhang Development Zone,South Huangpi Road,390.8,70.7,9.3,470.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,万达影城（五角场万达广场激光IMAX店）,Minhang Development Zone,Jiangwan Stadium,390.8,97.1,8.2,496.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,万达影城（崇明万达广场店）,Minhang Development Zone,North Jiangyang Road,390.8,128.1,333.7,852.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,上海大光明电影院,Minhang Development Zone,People's Square,390.8,73.4,9.9,474.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,上海市沪北电影院,Minhang Development Zone,North Xizang Road,390.8,81.8,13.9,486.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,上海影城SHO,Minhang Development Zone,Jiaotong University,390.8,61.6,8.3,460.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,上海百丽宫影城（万象城店）,Minhang Development Zone,Longbai Xincun,390.8,76.3,15.7,482.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,上海百丽宫影城（环贸iapm店）,Minhang Development Zone,South Shaanxi Road,390.8,67.5,8.2,466.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,上海百丽宫影城（长宁来福士店）,Minhang Development Zone,Zhongshan Park,390.8,67.4,9.2,467.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,上海百丽宫影城（陆家嘴中心店）,Minhang Development Zone,Shangcheng Road,390.8,79.4,6.4,476.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,上海百美汇影城（静安嘉里中心店）,Minhang Development Zone,Jing'an Temple,390.8,67.8,10.1,468.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,上海科技影城,Minhang Development Zone,South Shaanxi Road,390.8,67.5,13.6,471.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,上海美琪大戏院,Minhang Development Zone,West Nanjing Road,390.8,70.6,10.1,471.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,上海艺海剧院,Minhang Development Zone,West Nanjing Road,390.8,70.6,17.6,479.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,世纪友谊影城（LUXE南方商城店）,Minhang Development Zone,Lianhua Road,390.8,41.2,8.9,441.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,临港演艺中心,Minhang Development Zone,Dishui Lake,390.8,190.6,13.6,595.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,久事·上海商城剧院,Minhang Development Zone,Jing'an Temple,390.8,67.8,8.0,466.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,九棵树未来艺术中心,Minhang Development Zone, Jingping Road,390.8,9.3,166.7,566.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,佰映三克映画,Minhang Development Zone,Changping Road,390.8,70.8,15.1,476.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,兰心大戏院,Minhang Development Zone,South Shaanxi Road,390.8,67.5,10.7,468.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,博悦汇影城(BFC外滩金融中心店),Minhang Development Zone,Lujiazui,390.8,79.7,19.6,490.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,和平影都,Minhang Development Zone,People's Square,390.8,73.4,6.6,470.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,嘉定影剧院,Minhang Development Zone,North Jiading,390.8,128.1,28.9,547.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,国泰电影院,Minhang Development Zone,South Shaanxi Road,390.8,67.5,7.2,465.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,天山电影院-宛平剧院影城,Minhang Development Zone,Shanghai Stadium,390.8,65.4,15.1,471.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,天山电影院-虹桥艺术中心旗舰店,Minhang Development Zone,Loushanguan Road,390.8,70.7,5.4,466.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,寰映影城（大融城店）,Minhang Development Zone,Xingzhi Road,390.8,85.9,14.0,490.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,星轶STARX影剧院（上海宝山日月光店）,Minhang Development Zone,Changzhong Road,390.8,91.5,12.2,494.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,曹杨影城,Minhang Development Zone,Fengqiao Road,390.8,73.9,12.9,477.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,朵云轩杜比全景声影城,Minhang Development Zone,Longcao Road,390.8,55.0,12.1,457.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,沪东工人文化宫东宫影剧院,Minhang Development Zone,Ningguo Road,390.8,91.5,23.0,505.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
万达影城（金山万达广场店）,黄浦剧场,Minhang Development Zone,Qufu Road,390.8,76.2,13.0,480.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海大光明电影院,CGV影城（松江印象城杜比ULTRA 4DX店）,People's Square,Songjiang University Town,9.9,72.4,22.3,104.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海大光明电影院,CGV影城（白玉兰广场IMAX店）,People's Square,Tilanqiao,9.9,10.6,6.2,26.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海大光明电影院,CGV影城（青浦天空万科广场IMAX店）,People's Square,East Xujing,9.9,40.2,36.5,86.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海大光明电影院,CMG融媒影城,People's Square,Longhua Middle Road,9.9,15.0,16.5,41.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海大光明电影院,MOViE MOViE影城（前滩太古里店）,People's Square,Oriental Sports Center,9.9,24.1,5.9,39.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海大光明电影院,SFC上影影城（丁香路LUXE店）,People's Square,Middle Yanggao Road,9.9,16.7,10.1,36.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海大光明电影院,SFC上影影城（国华广场店）,People's Square,Jiangwan Stadium,9.9,23.7,12.6,46.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海大光明电影院,SFC上影影城（港汇永华IMAX激光店）,People's Square,Xujiahui,9.9,14.6,8.7,33.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海大光明电影院,SFC上影百联影城（八佰伴IMAX店）,People's Square,Shangcheng Road,9.9,14.6,8.1,32.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
